1.0e-10
65536
-3.1415198276241845 -0.9028821619612858
-3.1414244319319535 -0.9031396600187728
-3.141215827075708 -0.9037015816516901
-3.1409844704680956 -0.904322931071162
-3.1409459569623164 -0.9044261760840209
-3.140912963134817 -0.904514581120203
-3.1408945115342513 -0.9045640037619932
-3.1408510328382464 -0.9046804123134946
-3.1408509224355465 -0.9046807078144136
-3.1407011909009106 -0.9050810651764524
-3.1406117356727883 -0.9053198625354978
-3.1403465787729727 -0.9060259694946364
-3.140210584888767 -0.9063871203112098
-3.140046587369617 -0.9068217384626208
-3.1400432295331298 -0.9068306269507443
-3.140006186074139 -0.9069286568461173
-3.1399499404057996 -0.9070774064250009
-3.139740494958569 -0.9076302955046254
-3.139534563912689 -0.9081723407481774
-3.1393466900718314 -0.908665500854259
-3.1391565208575667 -0.9091633685515879
-3.139134170930001 -0.9092217941364968
-3.139130838832999 -0.9092305030975304
-3.139070330612672 -0.909388580043619
-3.1389701039164315 -0.9096501255692376
-3.1389533298246985 -0.9096938622304596
-3.1388232551570647 -0.9100326677241029
-3.1387774904719032 -0.9101517233735039
-3.138705940137093 -0.9103377057138367
-3.1386014238770006 -0.9106090394161588
-3.138468794289615 -0.9109527805865159
-3.1383968228930637 -0.9111390412825979
-3.1382018630323327 -0.9116426383612428
-3.1381601967671298 -0.9117500846202055
-3.1381319952243447 -0.9118227727344215
-3.1379733365108726 -0.9122311632568729
-3.1377434976257863 -0.9128211320819225
-3.137443993448886 -0.9135870088398593
-3.1374404014678285 -0.9135961740493644
-3.1372070691179745 -0.9141905221442705
-3.137020477630792 -0.914664369422371
-3.137015508264702 -0.9146769715596449
-3.1369381632350426 -0.9148729986363477
-3.1369114717660525 -0.9149405956997244
-3.136821632932945 -0.9151679228943426
-3.1367253706369143 -0.9154111740886511
-3.1365720050037287 -0.9157980181933222
-3.1364920539623893 -0.9159993402917975
-3.136479647184455 -0.916030560282834
-3.1364397188085196 -0.916130996179898
-3.13640614280595 -0.9162154078342378
-3.1363961371878353 -0.9162405543952545
-3.13630535628951 -0.916468540352349
